"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.406715630E-1,2.392822742E0,-1.775474429E0,1.055234814E1,1.096494238E1
1.430471880E-1,-1.990828395E0,-3.206382394E-1,8.126026154E0,8.372485152E0
1.454228130E-1,1.890329838E0,-1.990828395E0,1.306481171E1,1.335013294E1
1.477983860E-1,-8.470591903E-1,-5.264210105E-1,5.938985825E0,6.022140896E0
1.501740110E-1,8.614161611E-2,-1.483550072E0,1.353859043E1,1.361990353E1
1.525496360E-1,1.105484009E0,-1.033699393E0,5.977271080E0,6.165906170E0
1.549252610E-1,-1.000199914E0,-1.182054400E0,1.323709488E1,1.332735282E1
1.573008860E-1,2.431107759E0,-1.301695466E0,7.781459332E0,8.255652933E0
1.596765110E-1,-2.378465652E0,-4.594219327E-1,1.095434189E1,1.121899165E1
1.620521360E-1,2.608176708E0,-1.880758643E0,1.047577763E1,1.095818213E1
1.644277610E-1,-1.789831281E0,-4.689932466E-1,8.327022552E0,8.530108749E0
1.668033340E-1,2.057827473E0,-2.033899307E0,1.263410378E1,1.296117196E1
1.691789590E-1,-1.062413216E0,-4.067798555E-1,6.092126369E0,6.197434582E0
1.715545840E-1,3.732803464E-1,-1.627119422E0,1.361516094E1,1.371712300E1
1.739302090E-1,1.071984529E0,-9.858429432E-1,5.886343479E0,6.063833498E0
1.763058340E-1,-1.115055323E0,-1.172483087E0,1.342852020E1,1.352565044E1
1.786814590E-1,2.129612207E0,-1.105484009E0,7.575676441E0,7.946585216E0
1.810570840E-1,-2.282752752E0,-7.226324677E-1,1.112183952E1,1.137666349E1
1.834327090E-1,2.617748022E0,-1.698904037E0,1.042792130E1,1.088487125E1
1.858082820E-1,-2.038684845E0,-3.924229145E-1,8.437092781E0,8.688772424E0
1.881839070E-1,1.947757602E0,-2.019542217E0,1.226560879E1,1.258242701E1
1.905595320E-1,-1.368694544E0,-3.110669553E-1,6.206982136E0,6.363702903E0
1.929351570E-1,5.312066078E-1,-1.823330879E0,1.373480225E1,1.386547903E1
1.953107820E-1,6.747759581E-1,-6.460621357E-1,6.015556335E0,6.087662680E0
1.976864070E-1,-1.454836130E0,-1.296909928E0,1.333759308E1,1.347924006E1
2.000620320E-1,1.655833244E0,-9.379864931E-1,7.532605648E0,7.769282479E0
2.024376050E-1,-2.158325911E0,-8.997012973E-1,1.139462185E1,1.163207807E1
2.048132300E-1,2.373680115E0,-1.507478237E0,1.008335495E1,1.046808937E1
2.071888550E-1,-2.455035925E0,-3.876372576E-1,8.580661774E0,8.933376770E0
2.095644800E-1,1.837687731E0,-1.919043779E0,1.179661560E1,1.209214476E1
2.119401050E-1,-1.555334687E0,-2.536391914E-1,6.685546398E0,6.868764770E0
2.143157300E-1,6.795616150E-1,-1.871187329E0,1.373480225E1,1.387832622E1
2.166913550E-1,1.292124242E-1,-5.694918036E-1,5.843272686E0,5.872380475E0
2.190669800E-1,-1.426122308E0,-1.249053478E0,1.355294704E1,1.368489434E1
2.214425530E-1,1.421336651E0,-9.858429432E-1,7.274180889E0,7.477017573E0
2.238181780E-1,-1.832902193E0,-1.091127157E0,1.171525955E1,1.190787115E1
2.261938030E-1,2.311466694E0,-1.445264935E0,9.518648148E0,9.901329788E0
2.285694280E-1,-2.493321180E0,-3.445664644E-1,8.920442581E0,9.268747078E0
2.309450530E-1,2.100898266E0,-2.033899307E0,1.153819084E1,1.190295626E1
2.333206780E-1,-1.416550994E0,-2.297109663E-1,6.967899323E0,7.114141186E0
2.356963030E-1,1.076770186E0,-1.899901152E0,1.374437332E1,1.391678326E1
2.380718760E-1,-8.135596663E-2,-5.024927258E-1,5.958128452E0,5.979833809E0
2.404475010E-1,-9.379864931E-1,-1.397408366E0,1.356251907E1,1.366654647E1
2.428231260E-1,1.588834286E0,-1.033699393E0,7.255038261E0,7.498567130E0
2.451987510E-1,-1.282552958E0,-1.086341500E0,1.195454216E1,1.207212319E1
2.475743760E-1,2.402393818E0,-1.478764415E0,8.901300430E0,9.337632976E0
2.499500010E-1,-2.163111687E0,-3.397808075E-1,9.365508080E0,9.618068660E0
2.523256260E-1,2.574677229E0,-2.110469580E0,1.114098263E1,1.162774865E1
2.547012510E-1,-1.287338614E0,-1.818545163E-1,7.518248558E0,7.629834412E0
2.570768230E-1,1.383051515E0,-2.038684845E0,1.338544941E1,1.361026536E1
2.594524480E-1,-2.105683982E-1,-3.684946895E-1,6.135197163E0,6.149859479E0
2.618280730E-1,-4.402793646E-1,-1.517049551E0,1.352423382E1,1.361617368E1
2.642036980E-1,1.555334687E0,-1.000199914E0,7.097112179E0,7.334062117E0
2.665793230E-1,-1.301695466E0,-1.134197950E0,1.191625690E1,1.204068082E1
2.689548960E-1,2.258824587E0,-1.316052437E0,8.542376518E0,8.933447213E0
2.713305730E-1,-2.072184324E0,-4.402793646E-1,9.777072906E0,1.000394664E1
2.737061460E-1,2.675175667E0,-2.081755638E0,1.085384369E1,1.137084844E1
2.760817710E-1,-1.694118381E0,1.914258115E-2,7.781459332E0,7.963762481E0
2.784573960E-1,1.301695466E0,-2.038684845E0,1.318923855E1,1.340920059E1
2.808330210E-1,-6.699903607E-1,-3.684946895E-1,6.173482418E0,6.220655961E0
2.832086460E-1,-1.722832322E-1,-1.636690736E0,1.360080433E1,1.370001155E1
2.855842710E-1,1.071984529E0,-9.188438654E-1,6.752545357E0,6.898571858E0
2.879598960E-1,-1.473978758E0,-1.038485050E0,1.213161087E1,1.226487044E1
2.903355210E-1,2.009970903E0,-1.330409408E0,8.006384850E0,8.361349806E0
2.927110940E-1,-2.086541414E0,-4.833501875E-1,1.033220863E1,1.055186323E1
2.950867190E-1,2.593819857E0,-1.947757602E0,1.056191921E1,1.104879172E1
2.974623440E-1,-2.416750908E0,9.571290575E-3,8.011170387E0,8.367773153E0
2.998379690E-1,1.311266780E0,-1.947757602E0,1.298345566E1,1.319406310E1
3.022135940E-1,-8.566305041E-1,-4.977070987E-1,6.384050846E0,6.460466963E0
3.045892190E-1,1.244267747E-1,-1.545763373E0,1.372044468E1,1.380780463E1
3.069648440E-1,6.460621357E-1,-9.236295223E-1,6.259624004E0,6.360297199E0
3.093404690E-1,-1.497906923E0,-1.019342422E0,1.229432297E1,1.242711396E1
3.117160420E-1,2.072184324E0,-1.253839016E0,7.791030407E0,8.158812104E0
3.140916670E-1,-1.875972986E0,-6.221339107E-1,1.086341476E1,1.104174377E1
3.164672920E-1,2.574677229E0,-1.847259045E0,1.009771156E1,1.058324655E1
3.188429170E-1,-2.421536446E0,1.435693540E-2,8.413164139E0,8.754734474E0
3.212185420E-1,1.698904037E0,-2.086541414E0,1.266281700E1,1.294553454E1
3.235941670E-1,-6.891329288E-1,-5.264210105E-1,6.618547440E0,6.675117488E0
3.259697920E-1,5.694918036E-1,-1.636690736E0,1.371087360E1,1.381995414E1
3.283453650E-1,5.982056856E-1,-1.043270707E0,5.924628735E0,6.045451964E0
3.307209900E-1,-9.858429432E-1,-1.162911773E0,1.278245831E1,1.287305288E1
3.330966150E-1,2.464607239E0,-1.464407444E0,7.566105366E0,8.091027649E0
3.354722400E-1,-1.646261930E0,-6.795616150E-1,1.153819084E1,1.167483748E1
3.378478650E-1,2.737389088E0,-1.923829436E0,9.667003632E0,1.022963235E1
3.402234900E-1,-2.311466694E0,-1.292124242E-1,8.858229637E0,9.155752641E0
3.425991150E-1,2.210968018E0,-2.287538528E0,1.256710434E1,1.296353824E1
3.449746880E-1,-7.657032609E-1,-5.599204898E-1,6.738188744E0,6.804630775E0
3.473503130E-1,6.747759581E-1,-1.765903115E0,1.358644676E1,1.371733473E1
3.497259380E-1,4.977070987E-1,-9.858429432E-1,5.761917114E0,5.866795334E0
3.521015630E-1,-8.087740541E-1,-1.421336651E0,1.314138222E1,1.324274292E1
3.544771880E-1,2.455035925E0,-1.320838094E0,7.451249599E0,7.955685719E0
3.568528130E-1,-1.952543259E0,-7.992027402E-1,1.162911797E1,1.181894813E1
3.592284380E-1,2.603390932E0,-1.665404558E0,9.700503349E0,1.018091263E1
3.616040110E-1,-2.292324066E0,-3.302095234E-1,8.930013657E0,9.225450225E0
3.639796360E-1,2.388036966E0,-2.201396942E0,1.251446247E1,1.292906184E1
3.663552610E-1,-1.153340459E0,-4.881358147E-1,6.585047722E0,6.703083193E0
3.687308860E-1,7.034898400E-1,-1.718046665E0,1.357209015E1,1.369847485E1
3.711065110E-1,2.919243574E-1,-8.566305041E-1,5.637490273E0,5.709670063E0
3.734820840E-1,-6.364908218E-1,-1.406979680E0,1.355294704E1,1.364064097E1
3.758577610E-1,2.120040894E0,-1.177268744E0,7.164111137E0,7.563400259E0
3.782333860E-1,-2.201396942E0,-7.944171429E-1,1.187797165E1,1.210633956E1
3.806089590E-1,2.483749866E0,-1.531406522E0,9.513862610E0,9.951271331E0
3.829845840E-1,-2.206182480E0,-4.546363056E-1,9.260223389E0,9.530250391E0
3.853602090E-1,2.397608280E0,-1.957328916E0,1.212682533E1,1.251557248E1
3.877358340E-1,-1.651047587E0,-3.876372576E-1,6.680760860E0,6.892661783E0
3.901114590E-1,8.135597110E-1,-1.718046665E0,1.343330669E1,1.356714017E1
3.924870840E-1,2.488535494E-1,-7.274180651E-1,5.804987907E0,5.855676710E0
3.948627090E-1,-5.982056856E-1,-1.387837172E0,1.373958778E1,1.382245327E1
3.972382820E-1,1.670190215E0,-1.048056364E0,6.814758778E0,7.094286060E0
3.996139070E-1,-2.153540373E0,-7.657032609E-1,1.211725426E1,1.233093218E1
4.019895320E-1,2.368894339E0,-1.483550072E0,9.370293617E0,9.778291450E0
4.043651570E-1,-2.053041935E0,-5.407779217E-1,9.446864128E0,9.682492644E0
4.067407820E-1,2.301895380E0,-1.909472466E0,1.161476135E1,1.199364368E1
4.091164070E-1,-1.923829436E0,-2.297109663E-1,6.809973240E0,7.080227564E0
4.114920320E-1,1.028913736E0,-1.861616015E0,1.339980698E1,1.356757549E1
4.138676570E-1,1.483550072E-1,-6.317051649E-1,5.804987907E0,5.841142459E0
4.162432300E-1,-6.029912829E-1,-1.435693622E0,1.376830196E1,1.385608002E1
4.186188550E-1,1.493121386E0,-9.188438654E-1,6.790830612E0,7.013491707E0
4.209944800E-1,-2.014756680E0,-1.081555843E0,1.203589821E1,1.225119803E1
4.233701050E-1,2.450250387E0,-1.411765337E0,9.346364975E0,9.764801410E0
4.257457300E-1,-1.899901152E0,-5.982056856E-1,9.595218658E0,9.799780382E0
4.281213550E-1,2.411965132E0,-1.981257200E0,1.116012478E1,1.158841408E1
4.304969800E-1,-1.799402595E0,-2.392822653E-1,7.144968510E0,7.371952299E0
4.328725530E-1,1.517049551E0,-2.167897224E0,1.329452229E1,1.355527722E1
4.352481780E-1,2.201396823E-1,-5.024927258E-1,6.111268997E0,6.135842988E0
4.376238030E-1,-4.402793646E-1,-1.622333765E0,1.379701519E1,1.389904460E1
4.399994280E-1,1.416550994E0,-9.236295223E-1,6.714260101E0,6.923943740E0
4.423750530E-1,-1.344766378E0,-1.325623751E0,1.234696484E1,1.249052503E1
4.447506780E-1,2.689532757E0,-1.450050473E0,9.126225471E0,9.624147972E0
4.471262510E-1,-1.909472466E0,-7.657032609E-1,9.762716293E0,9.977124636E0
4.495018760E-1,2.589034081E0,-1.990828395E0,1.085384369E1,1.133456739E1
4.518775010E-1,-1.531406522E0,-3.732803464E-1,7.585247993E0,7.747291867E0
4.542531260E-1,1.990828395E0,-2.316252232E0,1.325623703E1,1.360353786E1
4.566287510E-1,-1.148554832E-1,-4.833501875E-1,6.072983742E0,6.093270937E0
4.590043760E-1,-3.637090325E-1,-1.646261930E0,1.382572937E1,1.392814615E1
4.613800010E-1,1.272981644E0,-1.038485050E0,6.695117950E0,6.893731779E0
4.637556260E-1,-1.004985452E0,-1.378265858E0,1.257188988E1,1.268708113E1
4.661311980E-1,2.364108801E0,-1.378265858E0,8.532805443E0,8.960881425E0
4.685068230E-1,-2.091326952E0,-6.508477330E-1,1.003071213E1,1.026705591E1
4.708824480E-1,2.536391973E0,-1.957328916E0,1.043270683E1,1.091356003E1
4.732580730E-1,-1.785045743E0,-3.445664644E-1,8.020741463E0,8.224196494E0
4.756336980E-1,1.818545222E0,-2.139183521E0,1.305045509E1,1.334906705E1
4.780093230E-1,-7.848458290E-1,-3.254238665E-1,6.302694798E0,6.359704819E0
4.803849480E-1,-3.349951804E-1,-1.607976794E0,1.373958778E1,1.383741607E1
4.827605210E-1,8.901300430E-1,-9.092726111E-1,6.719046116E0,6.838471239E0
4.851361460E-1,-1.067198873E0,-1.244267821E0,1.265803146E1,1.276373285E1
4.875117710E-1,1.947757602E0,-1.268195987E0,8.102097511E0,8.428882774E0
4.898873960E-1,-2.277967215E0,-4.929214716E-1,1.033220863E1,1.059181955E1
4.922630210E-1,2.445464849E0,-1.842473388E0,1.017906761E1,1.062960131E1
4.946386460E-1,-1.909472466E0,-1.052841991E-1,8.499305725E0,8.711794744E0
4.970142710E-1,1.665404558E0,-2.134397745E0,1.260538960E1,1.289283029E1
4.993898440E-1,-1.172483087E0,-9.571290761E-2,6.489335060E0,6.595100232E0
5.017654690E-1,-7.657032460E-2,-1.660618901E0,1.372523022E1,1.382553661E1
5.041410940E-1,7.800601721E-1,-8.183453679E-1,6.551548481E0,6.648381044E0
5.065167190E-1,-1.119840980E0,-1.182054400E0,1.255753326E1,1.266265920E1
5.088923440E-1,1.856830359E0,-1.110269666E0,7.719245911E0,8.016687292E0
5.112679690E-1,-2.005185366E0,-6.029912829E-1,1.072463131E1,1.092712604E1
5.136435420E-1,2.679961443E0,-1.847259045E0,9.949356079E0,1.046824941E1
5.160191670E-1,-2.143969059E0,2.392822690E-2,8.695517540E0,8.955958976E0
5.183947920E-1,1.808973908E0,-2.100898266E0,1.244746304E1,1.275247020E1
5.207704170E-1,-1.205982566E0,-1.866401732E-1,6.628118515E0,6.739523986E0
5.231460420E-1,3.828516304E-1,-1.775474429E0,1.371565914E1,1.383539629E1
5.255216670E-1,6.412764788E-1,-8.231309652E-1,6.355337143E0,6.440426252E0
5.278972920E-1,-1.038485050E0,-1.244267821E0,1.262931824E1,1.273288391E1
5.302729170E-1,1.914258122E0,-1.229910851E0,7.374679565E0,7.717704552E0
5.326484900E-1,-1.756331801E0,-7.369893789E-1,1.122712421E1,1.138754464E1
5.350241150E-1,2.790031195E0,-1.770688772E0,9.729216576E0,1.027507995E1
5.373997400E-1,-2.383251429E0,-8.614161611E-2,8.848658562E0,9.164391201E0
5.397753650E-1,1.966900229E0,-2.048256159E0,1.226082325E1,1.258538186E1
5.421509900E-1,-1.196411371E0,-4.019941986E-1,6.742974281E0,6.860080296E0
5.445266150E-1,8.374879360E-1,-1.761117458E0,1.377787304E1,1.391519695E1
5.469022400E-1,3.349951804E-1,-8.662018180E-1,5.929414749E0,6.001706976E0
5.492777610E-1,-9.284151793E-1,-1.182054400E0,1.283510113E1,1.292281039E1
5.516534380E-1,2.009970903E0,-1.258624673E0,7.159325123E0,7.541886721E0
5.540290630E-1,-1.612762451E0,-8.662018180E-1,1.170568848E1,1.184797244E1
5.564046880E-1,2.727817774E0,-1.751546144E0,9.384650230E0,9.928774529E0
5.587803130E-1,-2.507678032E0,-3.828516230E-2,9.135796547E0,9.473789813E0
5.611559380E-1,2.076970100E0,-2.163111687E0,1.204546928E1,1.241314574E1
5.635315110E-1,-1.196411371E0,-4.642075896E-1,6.934400082E0,7.052148137E0
5.659071360E-1,9.475577474E-1,-1.794616938E0,1.368694592E1,1.383658210E1
5.682827610E-1,5.742774159E-2,-8.422735929E-1,5.675775528E0,5.738218416E0
5.706583860E-1,-8.901300430E-1,-1.306481123E0,1.309352589E1,1.318861799E1
5.730340110E-1,2.000399828E0,-1.287338614E0,7.006184578E0,7.399017673E0
5.754096360E-1,-1.823330879E0,-8.087740541E-1,1.200718403E1,1.217173444E1
5.777852610E-1,2.512463808E0,-1.612762451E0,9.231510162E0,9.702281020E0
5.801608860E-1,-2.622533560E0,-2.249253243E-1,9.265008926E0,9.631649084E0
5.825364590E-1,2.177468538E0,-2.148754835E0,1.202154064E1,1.240467476E1
5.849120840E-1,-1.435693622E0,-4.019941986E-1,7.063612461E0,7.219240716E0
5.872877090E-1,8.470591903E-1,-1.823330879E0,1.341894913E1,1.356872287E1
5.896633340E-1,-1.722832322E-1,-7.704889178E-1,5.699703693E0,5.754125205E0
5.920389590E-1,-7.992027402E-1,-1.402194023E0,1.340937805E1,1.350615759E1
5.944145840E-1,1.871187329E0,-1.210768223E0,6.977470875E0,7.324779964E0
5.967902090E-1,-2.167897224E0,-9.427721500E-1,1.212682533E1,1.235509977E1
5.991657820E-1,2.282752752E0,-1.469193101E0,9.193224907E0,9.585659742E0
6.015414070E-1,-2.622533560E0,-4.594219327E-1,9.427721024E0,9.796462345E0
6.039170320E-1,2.249253273E0,-2.067398787E0,1.197846985E1,1.236191805E1
6.062926570E-1,-1.756331801E0,-4.259224236E-1,6.943971157E0,7.175294192E0
6.086682820E-1,8.327022791E-1,-1.828116536E0,1.333280754E1,1.348329189E1
6.110439070E-1,-2.775674164E-1,-6.843472719E-1,5.680561066E0,5.728363543E0
6.134195320E-1,-5.838487148E-1,-1.536192179E0,1.368694592E1,1.378525496E1
6.157951050E-1,1.698904037E0,-1.014556766E0,6.757331371E0,7.041102728E0
6.181707300E-1,-2.177468538E0,-9.667003751E-1,1.228475189E1,1.251363288E1
6.205463550E-1,2.325823545E0,-1.406979680E0,9.035298347E0,9.435341182E0
6.229219800E-1,-2.220539331E0,-5.694918036E-1,9.729216576E0,9.995637599E0
6.252976050E-1,2.474178553E0,-1.904686809E0,1.161476135E1,1.202713900E1
6.276732300E-1,-1.909472466E0,-3.302095234E-1,6.982256413E0,7.246173337E0
6.300488030E-1,1.191625714E0,-1.861616015E0,1.322273827E1,1.340620727E1
6.324244280E-1,-5.264209956E-2,-6.699903607E-1,5.737988472E0,5.777211263E0
6.348000530E-1,-2.584248483E-1,-1.469193101E0,1.391665649E1,1.399637952E1
6.371756780E-1,1.507478237E0,-1.014556766E0,6.436692715E0,6.688260549E0
6.395513030E-1,-1.962114573E0,-8.805587292E-1,1.245703506E1,1.264132113E1
6.419269280E-1,2.474178553E0,-1.397408366E0,8.953942299E0,9.394008321E0
6.443025530E-1,-1.871187329E0,-6.412764788E-1,9.958928108E0,1.015346377E1
6.466781780E-1,2.545963287E0,-1.904686809E0,1.106441212E1,1.151220988E1
6.490537510E-1,-1.899901152E0,-2.201396823E-1,7.278966427E0,7.526050632E0
6.514293760E-1,1.612762451E0,-2.072184324E0,1.312702465E1,1.338707312E1
6.538050010E-1,7.178468257E-2,-6.364908218E-1,5.991627693E0,6.025767671E0
6.561806260E-1,-2.057827413E-1,-1.588834286E0,1.396451283E1,1.405611466E1
6.585562510E-1,1.454836130E0,-9.332008362E-1,6.556334019E0,6.780333895E0
6.609318760E-1,-1.584048629E0,-1.258624673E0,1.250967693E1,1.267222802E1
6.633074480E-1,2.560320139E0,-1.483550072E0,9.059226990E0,9.530254649E0
6.656830730E-1,-1.785045743E0,-7.800601721E-1,1.010249710E1,1.028860194E1
6.680586980E-1,2.512463808E0,-2.076970100E0,1.079162979E1,1.127322282E1
6.704343230E-1,-1.890329838E0,-3.349951804E-1,7.613961697E0,7.852259636E0
6.728099480E-1,1.775474429E0,-2.364108801E0,1.305045509E1,1.338116953E1
6.751855730E-1,-1.962114573E-1,-4.594219327E-1,6.312266350E0,6.332003942E0
6.775611980E-1,-4.115654826E-1,-1.756331801E0,1.378744411E1,1.390495245E1
6.799367710E-1,9.379864931E-1,-9.571290612E-1,6.599404812E0,6.734096715E0
6.823123960E-1,-1.536192179E0,-1.450050473E0,1.253360462E1,1.271038070E1
6.846880210E-1,2.220539331E0,-1.335195065E0,8.863015175E0,9.233990404E0
6.870636460E-1,-2.234896421E0,-7.992027402E-1,1.009292603E1,1.036825167E1
6.894392710E-1,2.163111687E0,-1.933400750E0,1.042792130E1,1.082398416E1
6.918148960E-1,-2.143969059E0,-3.254238665E-1,8.044670105E0,8.331819796E0
6.941905210E-1,1.765903115E0,-2.330609322E0,1.299781227E1,1.332266030E1
6.965660940E-1,-8.518448472E-1,-3.972085714E-1,6.355337143E0,6.424462973E0
6.989417190E-1,-5.072783828E-1,-1.679761529E0,1.385922909E1,1.396986618E1
7.013173440E-1,5.790630579E-1,-9.571290612E-1,6.594619274E0,6.688827508E0
7.036929690E-1,-1.244267821E0,-1.411765337E0,1.280638695E1,1.294391094E1
7.060685940E-1,1.952543259E0,-1.339980721E0,8.298309326E0,8.629595076E0
7.084441670E-1,-2.277967215E0,-7.226324677E-1,1.033699417E1,1.060965507E1
7.108198440E-1,2.268395901E0,-1.866401672E0,1.011206818E1,1.053009962E1
7.131954170E-1,-2.033899307E0,-3.589234054E-1,8.331808090E0,8.583973349E0
7.155710420E-1,1.909472466E0,-2.215753794E0,1.277767277E1,1.310818719E1
7.179466670E-1,-1.081555843E0,-2.344966233E-1,6.465406895E0,6.559438850E0
7.203222920E-1,-1.531406492E-1,-1.780260086E0,1.374437332E1,1.386003521E1
7.226979170E-1,7.274180651E-1,-9.092726111E-1,6.479763508E0,6.583558980E0
7.250735420E-1,-8.566305041E-1,-1.359123230E0,1.283510113E1,1.293525619E1
7.274491670E-1,1.947757602E0,-1.287338614E0,7.771887779E0,8.115000926E0
7.298247400E-1,-1.938186288E0,-6.556333899E-1,1.068156052E1,1.087576003E1
7.322003650E-1,2.641676188E0,-1.847259045E0,9.777072906E0,1.029475467E1
7.345759900E-1,-1.674975872E0,-1.962114573E-1,8.872586250E0,9.031435649E0
7.369516150E-1,2.167897224E0,-2.268395901E0,1.225603771E1,1.265131846E1
7.393272400E-1,-1.134197950E0,-1.052841991E-1,6.690331936E0,6.786606749E0
7.417028650E-1,5.168496966E-1,-1.837687731E0,1.379222965E1,1.392371461E1
7.440784380E-1,9.475577474E-1,-8.614161611E-1,6.364908218E0,6.492454090E0
7.464540630E-1,-5.694918036E-1,-1.349551916E0,1.284945774E1,1.293267859E1
7.488296880E-1,2.067398787E0,-1.177268744E0,7.331608772E0,7.707956060E0
7.512053130E-1,-1.540977836E0,-7.657032609E-1,1.103091240E1,1.116431559E1
7.535809380E-1,3.086741209E0,-1.837687731E0,9.609575272E0,1.025909374E1
7.559565630E-1,-1.808973908E0,-1.435693651E-1,9.001798630E0,9.182885022E0
7.583321360E-1,2.373680115E0,-2.172683001E0,1.211725426E1,1.253725486E1
7.607077610E-1,-1.033699393E0,-2.153540403E-1,6.786045074E0,6.867701184E0
7.630833860E-1,9.714859724E-1,-1.947757602E0,1.379701519E1,1.396764736E1
7.654590110E-1,7.704889178E-1,-8.374879360E-1,6.159125328E0,6.263374811E0
7.678346360E-1,-5.407779217E-1,-1.316052437E0,1.292602825E1,1.300410094E1
7.702102610E-1,2.086541414E0,-1.234696507E0,7.097112179E0,7.499808785E0
