"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.583084040E-1,-1.550549030E0,-6.221338734E-2,8.082955360E0,8.230567426E0
1.606839250E-1,-2.742174864E0,-1.914258115E-2,1.099741268E1,1.133415083E1
1.630594460E-1,5.307280540E0,-2.823530734E-1,1.020778179E1,1.150850812E1
1.654349670E-1,-5.158925533E0,8.327022791E-1,8.566305161E0,1.003441527E1
1.678104870E-1,3.220739365E0,6.699903309E-2,1.201675510E1,1.244106322E1
1.701860080E-1,-1.454836130E0,-2.488535494E-1,8.159524918E0,8.291943267E0
1.725615290E-1,-1.765903115E0,-4.307080805E-2,1.115533924E1,1.129432878E1
1.749370500E-1,4.967499733E0,-1.770688742E-1,9.781859398E0,1.097233705E1
1.773125710E-1,-5.484349728E0,8.279166222E-1,8.681160927E0,1.030175193E1
1.796880920E-1,3.383451223E0,-4.594219327E-1,1.196411324E1,1.244181724E1
1.820636120E-1,-1.000199914E0,-1.674975902E-1,8.384450912E0,8.445559331E0
1.844391330E-1,-1.469193101E0,3.445664644E-1,1.119362450E1,1.129488751E1
1.868146540E-1,4.340580463E0,2.871387079E-2,9.308079720E0,1.027043384E1
1.891901750E-1,-5.714060307E0,5.551348329E-1,8.767302513E0,1.047970673E1
1.915656960E-1,4.153940201E0,-6.412764788E-1,1.227039433E1,1.297031347E1
1.939412170E-1,-1.158126116E0,9.571290761E-2,8.183453560E0,8.265550752E0
1.963167370E-1,-1.674975872E0,4.019941986E-1,1.102612686E1,1.115986636E1
1.986922580E-1,3.948157310E0,-3.254238665E-1,9.341579437E0,1.014686913E1
2.010677790E-1,-5.259424210E0,2.201396823E-1,9.178867340E0,1.058119134E1
2.034433000E-1,4.857429981E0,-1.435693651E-1,1.225125217E1,1.317984894E1
2.058188210E-1,-2.234896421E0,4.307080805E-1,7.637889862E0,7.969795042E0
2.081943420E-1,-1.612762451E0,5.455635786E-1,1.105962658E1,1.118990538E1
2.105698620E-1,4.019941807E0,-7.944171429E-1,9.384650230E0,1.024024857E1
2.129453310E-1,-4.570291042E0,4.833501875E-1,9.590433121E0,1.063473531E1
2.153209040E-1,4.474578381E0,0.000000000E0,1.172961617E1,1.255411276E1
2.176963730E-1,-2.790031195E0,5.072783828E-1,7.618747234E0,8.129385884E0
2.200718940E-1,-1.445264935E0,-1.292124242E-1,1.126540947E1,1.135847424E1
2.224474140E-1,4.618147850E0,-5.024927258E-1,9.671789169E0,1.072955238E1
2.248229350E-1,-4.737788677E0,7.609176040E-1,9.351150513E0,1.051045447E1
2.271984560E-1,4.082155228E0,-2.871387079E-2,1.152861977E1,1.223004045E1
2.295739770E-1,-3.244667530E0,-4.785645287E-3,7.948956966E0,8.585674530E0
2.319494980E-1,-2.536391914E-1,-1.100698411E-1,1.162433243E1,1.162762025E1
2.343249670E-1,4.264009953E0,-2.344966233E-1,9.332008362E0,1.026270674E1
2.367004870E-1,-5.259424210E0,5.886343718E-1,9.245866776E0,1.065336031E1
2.390760600E-1,4.043870449E0,-2.679961324E-1,1.162433243E1,1.231055704E1
2.414515810E-1,-2.900100946E0,-8.135596663E-2,8.078168869E0,8.583356952E0
2.438271020E-1,4.546363056E-1,1.674975902E-1,1.168175983E1,1.169180322E1
2.462026230E-1,3.345165968E0,-4.785645381E-2,8.963513374E0,9.567496935E0
2.485781440E-1,-5.474778175E0,4.881358147E-1,9.475577354E0,1.095436164E1
2.509536640E-1,4.541577339E0,-5.982056856E-1,1.163390350E1,1.250325900E1
2.533291850E-1,-2.670390129E0,9.571290761E-2,8.240880966E0,8.663270947E0
2.557047060E-1,3.732803464E-1,1.579262912E-1,1.155733299E1,1.156443794E1
2.580802270E-1,2.589034081E0,-2.249253243E-1,8.925228119E0,9.295880047E0
2.604557480E-1,-5.125426292E0,4.785645287E-3,9.714859962E0,1.098401209E1
2.628312690E-1,5.292923450E0,-3.493520916E-1,1.181097221E1,1.294743798E1
2.652067890E-1,-3.574877024E0,3.732803464E-1,7.757531166E0,8.549758695E0
2.675823100E-1,4.402793646E-1,3.924229145E-1,1.167218876E1,1.168707971E1
2.699577790E-1,2.100898266E0,-5.120640397E-1,8.973084450E0,9.229963578E0
2.723333520E-1,-4.311866283E0,-1.531406492E-1,1.005464077E1,1.094127250E1
2.747088210E-1,5.168497086E0,-2.775674164E-1,1.151904774E1,1.262849423E1
2.770843940E-1,-4.225724697E0,5.024927258E-1,7.829315662E0,8.911084777E0
2.794598620E-1,6.699903607E-1,2.392822690E-2,1.182532978E1,1.184431864E1
2.818353830E-1,2.287538528E0,-8.183453679E-1,9.178867340E0,9.494952728E0
2.842109040E-1,-4.072584152E0,1.770688742E-1,1.013121128E1,1.092056487E1
2.865863730E-1,4.718646049E0,-1.722832322E-1,1.097348499E1,1.194624104E1
2.889619460E-1,-4.680361271E0,3.684946895E-1,7.939385414E0,9.223633271E0
2.913374670E-1,1.574477315E0,-4.546363056E-1,1.207896900E1,1.218963351E1
2.937129870E-1,2.029113531E0,-3.158525825E-1,9.092725754E0,9.321734077E0
2.960885080E-1,-4.115654945E0,3.732803464E-1,1.016471100E1,1.097266164E1
2.984640290E-1,4.417150497E0,-4.354937077E-1,1.050449181E1,1.140373717E1
3.008395500E-1,-4.637290478E0,-4.785645287E-3,8.264809608E0,9.476896314E0
3.032150710E-1,2.699103832E0,-8.614161611E-2,1.253360462E1,1.282122563E1
3.055905920E-1,9.714859724E-1,-4.307080805E-2,8.437092781E0,8.492948527E0
3.079661120E-1,-4.187439442E0,6.508477330E-1,1.033220863E1,1.116748795E1
3.103416330E-1,4.584648132E0,-8.709874153E-1,1.034656525E1,1.135028766E1
3.127171540E-1,-4.177868366E0,1.004985496E-1,8.819944382E0,9.759923306E0
3.150926750E-1,2.828316450E0,-6.221338734E-2,1.227996540E1,1.260161873E1
3.174681960E-1,2.775674164E-1,1.196411327E-1,8.149953842E0,8.155556713E0
3.198437170E-1,-3.933800459E0,3.397808075E-1,1.066241741E1,1.137002120E1
3.222192370E-1,5.206781864E0,-8.566305041E-1,1.032742214E1,1.159741529E1
3.245947580E-1,-4.436293125E0,2.632105052E-1,8.556734085E0,9.641974625E0
3.269702790E-1,2.900100946E0,2.871387079E-2,1.230389404E1,1.264109246E1
3.293458000E-1,-3.972085714E-1,2.392822690E-2,8.116454124E0,8.126202973E0
3.317213210E-1,-3.072384357E0,-6.221338734E-2,1.077727318E1,1.120682976E1
3.340968420E-1,5.154139996E0,-4.019941986E-1,1.042792130E1,1.163908506E1
3.364723620E-1,-4.804787636E0,5.264210105E-1,8.336593628E0,9.636487774E0
3.388478830E-1,2.890529871E0,-3.014956415E-1,1.221296692E1,1.255398835E1
3.412233520E-1,-4.689932466E-1,-3.349951804E-1,8.413164139E0,8.432882500E0
3.435988210E-1,-2.230110645E0,3.828516304E-1,1.109791183E1,1.132623574E1
3.459743940E-1,4.589433670E0,-1.339980662E-1,9.700503349E0,1.073222354E1
3.483499140E-1,-5.536991596E0,3.637090325E-1,8.537590981E0,1.018238773E1
3.507254350E-1,3.536591768E0,-4.785645306E-1,1.250967693E1,1.300878635E1
3.531009560E-1,-5.407779217E-1,-4.785645287E-3,8.384450912E0,8.401873646E0
3.554764770E-1,-2.220539331E0,3.349951804E-1,1.074855900E1,1.098064375E1
3.578519980E-1,4.015156269E0,-3.254238665E-1,9.623932838E0,1.043299879E1
3.602275190E-1,-5.359922886E0,1.579262912E-1,9.025727272E0,1.049845069E1
3.626030390E-1,4.493721008E0,-3.158525825E-1,1.243789196E1,1.322854670E1
3.649785600E-1,-1.708475351E0,2.632105052E-1,7.853243828E0,8.041244084E0
3.673540810E-1,-2.014756680E0,5.886343718E-1,1.111705399E1,1.131347092E1
3.697295500E-1,3.756731510E0,-5.886343718E-1,9.336793900E0,1.008143057E1
3.721051230E-1,-4.871787071E0,1.914258115E-2,9.346364975E0,1.053988681E1
3.744806440E-1,4.488935471E0,-2.009970993E-1,1.231346512E1,1.310772157E1
3.768561640E-1,-2.416750908E0,3.397808075E-1,7.604390144E0,7.986418810E0
3.792316850E-1,-1.765903115E0,4.019941986E-1,1.124626637E1,1.139115974E1
3.816072060E-1,4.048655987E0,-8.279166222E-1,9.499505997E0,1.035942447E1
3.839827270E-1,-4.790431023E0,3.493520916E-1,9.446864128E0,1.059780723E1
3.863582480E-1,4.197010994E0,4.785645287E-3,1.176790142E1,1.249393565E1
3.887337690E-1,-3.091526747E0,3.732803464E-1,7.771887779E0,8.372521454E0
3.911092890E-1,-9.906286001E-1,-2.440679073E-1,1.135155106E1,1.139730782E1
3.934848100E-1,4.072584152E0,-3.062812984E-1,9.566504478E0,1.040181512E1
3.958603310E-1,-4.929214478E0,6.747759581E-1,9.375079155E0,1.061341543E1
3.982358520E-1,3.996013880E0,-1.387837082E-1,1.136112213E1,1.204418880E1
4.006113730E-1,-3.402593851E0,-9.571290575E-3,7.948956966E0,8.646597792E0
4.029868940E-1,3.589234054E-1,2.009970993E-1,1.184447193E1,1.185161344E1
4.053624140E-1,3.254238844E0,1.435693540E-2,8.772088051E0,9.356270910E0
4.077379350E-1,-5.364708424E0,4.642075896E-1,9.552147865E0,1.096535973E1
4.101134040E-1,4.378865242E0,-2.009970993E-1,1.167697430E1,1.247263362E1
4.124889250E-1,-3.048455954E0,3.397808075E-1,8.035098076E0,8.600659032E0
4.148644460E-1,5.790630579E-1,2.871387303E-1,1.142333508E1,1.144160596E1
4.172399670E-1,2.354537487E0,-1.148554832E-1,8.920442581E0,9.226664316E0
4.196154870E-1,-5.067998409E0,2.201396823E-1,9.777072906E0,1.101472759E1
4.219910080E-1,5.182853699E0,-1.627119333E-1,1.143290615E1,1.255387552E1
4.243665290E-1,-3.641875982E0,9.332008362E-1,7.953742504E0,8.797507846E0
4.267420500E-1,6.604190469E-1,3.589234054E-1,1.143769264E1,1.146236417E1
4.291175710E-1,1.751546144E0,-5.216353536E-1,8.839086533E0,9.026043877E0
4.314930390E-1,-4.110869408E0,2.488535494E-1,1.049013424E1,1.126960921E1
4.338686120E-1,5.221138954E0,0.000000000E0,1.083470058E1,1.202709561E1
4.362441330E-1,-4.594219685E0,8.279166222E-1,7.929814339E0,9.201861545E0
4.386196540E-1,1.081555843E0,2.679961324E-1,1.184925747E1,1.190153299E1
4.409951750E-1,1.502692580E0,-4.259224236E-1,8.776873589E0,8.914763311E0
4.433706440E-1,-3.594019651E0,3.158525825E-1,1.062413216E1,1.122002336E1
4.457462170E-1,4.795216560E0,9.092725813E-2,1.035613632E1,1.141279673E1
4.481217370E-1,-5.225924492E0,7.561319470E-1,8.015955925E0,9.598831789E0
4.504972580E-1,1.895115495E0,-2.057827413E-1,1.212682533E1,1.227573631E1
4.528727790E-1,1.196411371E0,-5.742774159E-2,8.910871506E0,8.991013797E0
4.552483000E-1,-3.570091486E0,5.647061467E-1,1.042313576E1,1.103205354E1
4.576238210E-1,4.244867325E0,2.392822690E-2,9.982855797E0,1.084789754E1
4.599993420E-1,-5.316852093E0,3.541377485E-1,8.341380119E0,9.898128713E0
4.623748620E-1,3.153740168E0,-1.435693540E-2,1.259103298E1,1.297999980E1
4.647503830E-1,7.657032460E-2,2.775674164E-1,8.054241180E0,8.059386309E0
4.671259040E-1,-3.680161238E0,7.178468108E-1,1.049491978E1,1.114460551E1
4.695014250E-1,4.182653904E0,-4.450650215E-1,9.863214493E0,1.072267115E1
4.718769460E-1,-4.737788677E0,3.972085714E-1,8.901300430E0,1.009146003E1
4.742524140E-1,3.493520975E0,1.531406492E-1,1.209811115E1,1.259334881E1
4.766279350E-1,-1.215553880E0,5.264210105E-1,7.810173035E0,7.921710241E0
4.790034560E-1,-3.302095175E0,6.508477330E-1,1.078205872E1,1.129514168E1
4.813789250E-1,4.579862595E0,-5.599204898E-1,9.710074425E0,1.075054406E1
4.837544460E-1,-4.790431023E0,6.077769399E-1,8.896514893E0,1.012252930E1
4.861300190E-1,3.512663603E0,2.344966233E-1,1.208375454E1,1.258613992E1
4.885055390E-1,-2.024327993E0,4.642075896E-1,7.666603565E0,7.942934139E0
4.908810600E-1,-2.297109842E0,1.387837082E-1,1.094477081E1,1.118409508E1
4.932565810E-1,4.618147850E0,-1.627119333E-1,9.896714211E0,1.092239520E1
4.956321020E-1,-5.072783947E0,8.518448472E-1,8.733802795E0,1.013597987E1
4.980076230E-1,3.493520975E0,4.785645287E-3,1.183011532E1,1.233516681E1
5.003831440E-1,-2.526820660E0,3.828516230E-2,7.939385414E0,8.331874288E0
5.027586640E-1,-8.470591903E-1,4.498506486E-1,1.143769264E1,1.147783463E1
5.051341850E-1,3.952943087E0,7.178468257E-2,9.154939651E0,9.972152832E0
5.075097060E-1,-5.580062389E0,7.322037220E-1,9.092725754E0,1.069349710E1
5.098852270E-1,3.857230186E0,-2.536391914E-1,1.180140114E1,1.241835844E1
5.122607480E-1,-2.402393818E0,1.722832322E-1,8.106883049E0,8.457111229E0
5.146362690E-1,-3.397808075E-1,4.498506486E-1,1.137547874E1,1.138943955E1
5.170117890E-1,3.058027267E0,1.483550072E-1,8.997013092E0,9.503672162E0
5.193873100E-1,-5.541777134E0,4.259224236E-1,9.336793900E0,1.086592951E1
5.217628310E-1,4.709074974E0,-2.009970993E-1,1.178225899E1,1.269005176E1
5.241383520E-1,-3.110669374E0,5.407779217E-1,7.700103283E0,8.322277049E0
5.265138730E-1,-2.392822690E-2,1.962114573E-1,1.134676456E1,1.134848614E1
5.288893940E-1,2.411965132E0,-1.866401732E-1,9.035298347E0,9.353556895E0
5.312649140E-1,-4.694717884E0,5.694918036E-1,1.019342422E1,1.123701893E1
5.336404350E-1,4.934000492E0,3.349951655E-2,1.095434189E1,1.201428688E1
5.360159560E-1,-4.173082829E0,6.173482537E-1,7.771887779E0,8.842962106E0
5.383914770E-1,3.924229145E-1,-2.057827413E-1,1.164826107E1,1.165668599E1
5.407669980E-1,2.115255117E0,-2.967100143E-1,9.073583603E0,9.321601817E0
5.431424670E-1,-4.106083870E0,7.561319470E-1,1.045663452E1,1.125934571E1
5.455179870E-1,4.522434711E0,2.871387303E-1,1.025085258E1,1.120780278E1
5.478935080E-1,-5.091926575E0,8.566305041E-1,8.087740898E0,9.595472104E0
5.502690290E-1,1.426122308E0,-7.704889178E-1,1.162911797E1,1.174154431E1
5.526445500E-1,1.646261930E0,-1.866401732E-1,9.245866776E0,9.393139269E0
5.550200710E-1,-4.039084435E0,7.417750359E-1,1.047099209E1,1.124749344E1
5.573955920E-1,4.278367043E0,3.972085714E-1,9.863214493E0,1.075849429E1
5.597711120E-1,-5.551348686E0,7.704889178E-1,8.341380119E0,1.004936554E1
5.621466330E-1,2.579462767E0,-7.034898400E-1,1.192104244E1,1.221719195E1
5.645221540E-1,4.689932466E-1,-6.699903309E-2,8.561519623E0,8.574617297E0
5.668976750E-1,-3.847658873E0,7.896314859E-1,1.087298584E1,1.156070144E1
5.692731960E-1,4.302295208E0,4.785645381E-2,9.638289452E0,1.055502998E1
5.716487170E-1,-5.345565796E0,4.354937077E-1,8.705088615E0,1.022464162E1
5.740242370E-1,2.880958557E0,-2.440679073E-1,1.211725426E1,1.245742117E1
5.763997580E-1,-5.216353536E-1,1.387837082E-1,8.216953278E0,8.234663656E0
5.787752790E-1,-3.708875179E0,6.317051649E-1,1.091127110E1,1.154169153E1
5.811508000E-1,4.599005222E0,-2.775674164E-1,9.700503349E0,1.073907156E1
5.835263210E-1,-5.130211830E0,6.029912829E-1,8.767302513E0,1.017586681E1
5.859018420E-1,2.981456995E0,-2.392822690E-2,1.218425274E1,1.254375036E1
5.882773620E-1,-1.387837172E0,1.435693651E-1,7.877171993E0,7.999783921E0
5.906528830E-1,-2.727817774E0,3.254238665E-1,1.106441212E1,1.140035552E1
5.930284040E-1,4.632504463E0,-1.148554832E-1,9.858428955E0,1.089320480E1
5.954039250E-1,-5.297709465E0,6.460621357E-1,8.642875671E0,1.015787486E1
5.977794460E-1,3.139383316E0,-7.657032460E-2,1.206461143E1,1.246661300E1
6.001549670E-1,-1.914258122E0,-8.135596663E-2,7.948956966E0,8.176608087E0
6.025304870E-1,-1.196411371E0,3.972085714E-1,1.141854954E1,1.148792620E1
6.049060080E-1,3.991228104E0,4.785645381E-2,9.212367058E0,1.003991528E1
6.072815290E-1,-5.469992638E0,8.662018180E-1,9.121439934E0,1.067107265E1
6.096570500E-1,3.751945972E0,-6.077769399E-1,1.161954689E1,1.222539821E1
6.120325710E-1,-2.072184324E0,-5.742774159E-2,8.394021988E0,8.646204425E0
6.144080390E-1,-3.206382394E-1,3.780659735E-1,1.154776192E1,1.155839730E1
6.167835600E-1,3.230310678E0,1.770688742E-1,8.858229637E0,9.430508617E0
6.191590810E-1,-5.474778175E0,9.044869542E-1,9.657432556E0,1.113810111E1
6.215346020E-1,4.642076015E0,-8.231309652E-1,1.128933716E1,1.223419584E1
6.239101230E-1,-2.790031195E0,-2.871387079E-2,8.221738815E0,8.682285857E0
6.262856440E-1,2.488535494E-1,3.589234054E-1,1.189711380E1,1.190512792E1
6.286611640E-1,2.622533560E0,1.914258115E-2,8.638090134E0,9.027438721E0
6.310366850E-1,-4.967499733E0,5.120640397E-1,1.011685371E1,1.128224234E1
6.334122060E-1,4.876572609E0,-5.982056856E-1,1.102612686E1,1.207121717E1
6.357877270E-1,-3.651447296E0,1.244267747E-1,7.963313580E0,8.761444661E0
6.381631960E-1,6.221339107E-1,3.014956415E-1,1.220339584E1,1.222296283E1
6.405387690E-1,2.325823545E0,-1.914258152E-1,8.604590416E0,8.915440271E0
6.429142890E-1,-4.369294167E0,6.795616150E-1,1.025563812E1,1.116828764E1
6.452898100E-1,4.402793884E0,-4.115654826E-1,1.057627583E1,1.146348945E1
6.476653310E-1,-4.378865242E0,4.307080805E-2,8.073383331E0,9.184543229E0
6.500408520E-1,1.536192179E0,4.785645287E-3,1.239960670E1,1.249440498E1
6.524163730E-1,1.756331801E0,-3.828516230E-2,8.647661209E0,8.824296660E0
6.547918940E-1,-4.407579422E0,7.226324677E-1,1.012642574E1,1.106767602E1
6.571674140E-1,4.125226021E0,-2.297109663E-1,1.040877819E1,1.119879102E1
6.595428830E-1,-4.814359188E0,4.785645287E-3,8.059026718E0,9.387544351E0
6.619184560E-1,2.455035925E0,-1.722832322E-1,1.265803146E1,1.289506275E1
6.642939770E-1,9.523434043E-1,4.881358147E-1,8.269595146E0,8.338551338E0
6.666694980E-1,-4.512863636E0,4.881358147E-1,1.004506969E1,1.102305039E1
6.690450190E-1,4.197010994E0,-6.652047038E-1,1.022213840E1,1.107020832E1
6.714205390E-1,-4.555934429E0,2.727817893E-1,8.733802795E0,9.854453800E0
6.737960600E-1,2.895315409E0,4.785645381E-2,1.217946720E1,1.251896812E1
6.761715810E-1,-3.206382394E-1,3.254238665E-1,8.044670105E0,8.057631580E0
6.785471020E-1,-4.086941242E0,7.704889178E-1,1.060977554E1,1.139579216E1
6.809226230E-1,4.622933388E0,-8.135597110E-1,9.887143135E0,1.094481575E1
6.832980920E-1,-4.575077057E0,3.397808075E-1,8.724231720E0,9.856926508E0
6.856736120E-1,3.005385160E0,1.387837082E-1,1.225603771E1,1.261990734E1
6.880491330E-1,-9.379864931E-1,3.541377485E-1,7.771887779E0,7.836291971E0
6.904246540E-1,-3.364308596E0,3.972085714E-1,1.073420238E1,1.125608492E1
6.928001750E-1,4.972285271E0,-5.312066078E-1,1.000678444E1,1.118666778E1
6.951756960E-1,-4.871787071E0,4.115654826E-1,8.575876236E0,9.871643664E0
6.975512170E-1,3.019742250E0,2.009970993E-1,1.235175037E1,1.271711368E1
6.999267370E-1,-1.134197950E0,1.914258152E-1,7.929814339E0,8.012802523E0
7.023022580E-1,-2.287538528E0,4.019941986E-1,1.085384369E1,1.109956552E1
7.046777790E-1,4.546362877E0,-4.642075896E-1,9.796216011E0,1.080975264E1
7.070533000E-1,-5.058426857E0,3.637090325E-1,8.781659126E0,1.014088278E1
7.094288210E-1,3.579662561E0,8.135596663E-2,1.235175037E1,1.286026206E1
7.118043420E-1,-1.153340459E0,1.339980662E-1,8.030312538E0,8.113819640E0
7.141798620E-1,-1.775474429E0,5.982056856E-1,1.091605663E1,1.107566937E1
7.165553830E-1,4.048655987E0,-1.722832322E-1,9.504291534E0,1.033212729E1
7.189309040E-1,-5.288137913E0,8.135596663E-2,8.786444664E0,1.025537085E1
7.213064250E-1,4.455435753E0,-3.110669553E-1,1.254796219E1,1.331912255E1
7.236819460E-1,-1.435693622E0,8.997012973E-1,7.953742504E0,8.132201327E0
7.260574670E-1,-1.885544300E0,5.264209956E-2,1.058584690E1,1.075259053E1
7.284329870E-1,3.890729666E0,-5.455635786E-1,9.537791252E0,1.031527406E1
7.308085080E-1,-4.713860512E0,4.881358147E-1,9.686145782E0,1.078332869E1
7.331840290E-1,4.919643402E0,-2.392822690E-2,1.161476135E1,1.261372844E1
7.355595500E-1,-2.904886723E0,5.359922647E-1,7.867600918E0,8.403856185E0
7.379350710E-1,-1.330409408E0,7.178468257E-2,1.111705399E1,1.119660804E1
7.403105920E-1,3.929014683E0,-4.689932466E-1,9.432506561E0,1.022884603E1
7.426861120E-1,-4.460221291E0,7.034898400E-1,9.978070259E0,1.095218508E1
7.450616330E-1,4.469792843E0,7.178468257E-2,1.117926693E1,1.203994228E1
7.474371540E-1,-3.632304668E0,3.110669553E-1,7.776673794E0,8.588774950E0
7.498126750E-1,-5.599204898E-1,-2.727817893E-1,1.141854954E1,1.143552336E1
7.521881960E-1,3.828516245E0,-3.014956415E-1,9.600004196E0,1.033965748E1
7.545636640E-1,-4.804787636E0,6.987041831E-1,9.705288887E0,1.085204147E1
7.569392370E-1,4.149154663E0,3.541377485E-1,1.103569794E1,1.179523323E1
7.593147060E-1,-4.163511276E0,4.019941986E-1,7.910671711E0,8.948472071E0
7.616902270E-1,6.939185858E-1,-7.369893789E-1,1.151904774E1,1.156343968E1
7.640657480E-1,3.038884640E0,-2.488535494E-1,9.422935486E0,9.903961890E0
7.664412690E-1,-4.838287354E0,8.087740541E-1,1.007378292E1,1.120465271E1
7.688167890E-1,4.197010994E0,1.052841991E-1,1.052363396E1,1.133017465E1
7.711923100E-1,-4.177868366E0,1.004985496E-1,8.221738815E0,9.222888549E0
