"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.386777290E-1,-1.292124242E-1,2.584248483E-1,6.451049805E0,6.457516770E0
3.410533020E-1,-8.901300430E-1,-1.110269666E0,1.320359516E1,1.328005856E1
3.434289270E-1,1.866401672E0,-4.977070987E-1,7.518248558E0,7.762424166E0
3.458045000E-1,-1.698904037E0,-5.503492355E-1,1.148554897E1,1.162355343E1
3.481801250E-1,2.512463808E0,-9.284151793E-1,9.159725189E0,9.543321994E0
3.505556980E-1,-2.081755638E0,2.105683982E-1,9.288937569E0,9.521680878E0
3.529313230E-1,2.411965132E0,-1.727617979E0,1.164826107E1,1.202015914E1
3.553068960E-1,-9.667003751E-1,3.684946895E-1,7.350750923E0,7.423195881E0
3.576825210E-1,1.914258152E-1,-1.359123230E0,1.341416359E1,1.348419981E1
3.600580940E-1,6.987041831E-1,-2.009970993E-1,6.474977970E0,6.515667816E0
3.624337190E-1,-1.043270707E0,-1.038485050E0,1.291167068E1,1.299531088E1
3.648092920E-1,2.397608280E0,-6.508477330E-1,8.154739380E0,8.524781674E0
3.671849170E-1,-1.957328916E0,-1.818545163E-1,1.072941685E1,1.090800593E1
3.695604890E-1,2.761317253E0,-1.301695466E0,9.877572060E0,1.033855473E1
3.719361140E-1,-1.770688772E0,2.057827413E-1,8.441878319E0,8.628035397E0
3.743116870E-1,1.871187329E0,-1.665404558E0,1.276331615E1,1.300681182E1
3.766873120E-1,-2.871387303E-1,2.057827413E-1,6.623332977E0,6.632747162E0
3.790628850E-1,-4.737788737E-1,-1.158126116E0,1.338066387E1,1.343904342E1
3.814385100E-1,1.493121386E0,-3.684946895E-1,7.025327206E0,7.191691189E0
3.838140830E-1,-1.292124271E0,-8.231309652E-1,1.233260822E1,1.242740340E1
3.861897080E-1,2.608176708E0,-8.039883971E-1,8.772088051E0,9.186866270E0
3.885652810E-1,-2.100898266E0,1.052841991E-1,9.772287369E0,9.996122183E0
3.909409060E-1,2.598605394E0,-1.584048629E0,1.092562866E1,1.134157492E1
3.933164790E-1,-1.162911773E0,2.488535494E-1,7.733603001E0,7.824506838E0
3.956921040E-1,1.009771109E0,-1.493121386E0,1.332323647E1,1.344461524E1
3.980676770E-1,3.589234054E-1,7.178468257E-2,6.336194515E0,6.346758227E0
4.004431980E-1,-1.100698471E0,-1.014556766E0,1.310309696E1,1.318832865E1
4.028188750E-1,2.225325108E0,-5.407779217E-1,7.776673794E0,8.106859311E0
4.051944480E-1,-1.636690736E0,-4.354937077E-1,1.135633659E1,1.148193329E1
4.075700730E-1,2.632104874E0,-1.028913736E0,9.389435768E0,9.805515978E0
4.099456460E-1,-2.086541414E0,2.584248483E-1,8.810373306E0,9.057765523E0
4.123212710E-1,2.268395901E0,-1.756331801E0,1.197846985E1,1.231722620E1
4.146968440E-1,-3.972085714E-1,3.397808075E-1,7.097112179E0,7.116335217E0
4.170724690E-1,-1.435693540E-2,-1.258624673E0,1.335673618E1,1.341591382E1
4.194480420E-1,1.115055323E0,-1.435693651E-1,6.647261143E0,6.741664574E0
4.218236670E-1,-1.205982566E0,-9.140582681E-1,1.262931824E1,1.271965312E1
4.241992390E-1,2.627319336E0,-6.412764788E-1,8.537590981E0,8.955696632E0
4.265748640E-1,-1.933400750E0,-6.699903309E-2,1.024128056E1,1.042239679E1
4.289504890E-1,2.723032236E0,-1.359123230E0,1.028913784E1,1.072979394E1
4.313260620E-1,-1.507478237E0,3.158525825E-1,8.020741463E0,8.167285173E0
4.337016350E-1,1.694118381E0,-1.612762451E0,1.300738430E1,1.321601627E1
4.360772600E-1,1.722832322E-1,1.866401732E-1,6.379265308E0,6.384320006E0
4.384528330E-1,-7.609176040E-1,-9.667003751E-1,1.332802200E1,1.338468064E1
4.408284580E-1,1.871187329E0,-3.972085714E-1,7.240681171E0,7.489097442E0
4.432040310E-1,-1.392622828E0,-6.269195080E-1,1.189232826E1,1.198999157E1
4.455796560E-1,2.746960402E0,-8.901300430E-1,9.174081802E0,9.617790799E0
4.479552290E-1,-2.172683001E0,2.392822653E-1,9.198010445E0,9.454163293E0
4.503308540E-1,2.450250387E0,-1.555334687E0,1.138026428E1,1.174449693E1
4.527064270E-1,-8.039883971E-1,2.105683982E-1,7.288537979E0,7.335770053E0
4.550820520E-1,6.317051649E-1,-1.359123230E0,1.349551964E1,1.357848731E1
4.574576250E-1,7.178468108E-1,-1.100698411E-1,6.345765591E0,6.387187201E0
4.598332500E-1,-1.349551916E0,-8.709874153E-1,1.296909904E1,1.306818425E1
4.622087710E-1,2.388036966E0,-6.699903607E-1,8.135597229E0,8.505266010E0
4.645844480E-1,-1.732403636E0,-2.679961324E-1,1.094955635E1,1.108899583E1
4.669600210E-1,2.632104874E0,-1.234696507E0,9.954142570E0,1.037002439E1
4.693356460E-1,-2.038684845E0,2.249253243E-1,8.264809608E0,8.515509683E0
4.717112190E-1,1.799402595E0,-1.765903115E0,1.249532032E1,1.274712883E1
4.740868440E-1,-1.674975902E-1,1.627119333E-1,6.675975323E0,6.680058168E0
4.764624170E-1,-4.929214716E-1,-1.268195987E0,1.347159195E1,1.354012859E1
4.788380420E-1,1.406979680E0,-2.679961324E-1,6.814758778E0,6.963644947E0
4.812136140E-1,-1.770688772E0,-8.087740541E-1,1.222253799E1,1.237658633E1
4.835892390E-1,2.636890650E0,-7.752745152E-1,9.169296265E0,9.572368404E0
4.859648120E-1,-2.110469580E0,-6.221338734E-2,9.623932838E0,9.852818664E0
4.883404370E-1,2.402393818E0,-1.469193101E0,1.092084217E1,1.127806801E1
4.907160100E-1,-1.344766378E0,2.536391914E-1,7.427321434E0,7.552339580E0
4.930916350E-1,1.095912814E0,-1.598405480E0,1.323230934E1,1.337347881E1
4.954672080E-1,5.934200287E-1,3.349951655E-2,6.250052929E0,6.278250645E0
4.978428330E-1,-1.172483087E0,-9.571290612E-1,1.328016567E1,1.336613680E1
5.002184060E-1,2.143969059E0,-4.354937077E-1,7.503891945E0,7.816306827E0
5.025940310E-1,-1.722832322E0,-4.737788737E-1,1.140419292E1,1.154331988E1
5.049696040E-1,2.924029350E0,-1.009771109E0,9.863214493E0,1.033695243E1
5.073452290E-1,-2.062613010E0,1.818545163E-1,8.494520187E0,8.743244061E0
5.097208020E-1,2.110469580E0,-1.536192179E0,1.200718403E1,1.228765383E1
5.120964270E-1,-2.727817893E-1,9.092725813E-2,6.613761902E0,6.620009378E0
5.144720000E-1,3.828516304E-1,-1.162911773E0,1.366780281E1,1.372252793E1
5.168475730E-1,1.387837172E0,-1.435693651E-1,6.273981094E0,6.427250030E0
5.192231980E-1,-1.488335729E0,-6.460621357E-1,1.276331615E1,1.286603198E1
5.215988230E-1,2.804388046E0,-6.652047038E-1,8.413164139E0,8.893167065E0
5.239743960E-1,-1.679761529E0,-1.435693540E-2,1.040877819E1,1.054345619E1
5.263499690E-1,2.861815929E0,-1.320838094E0,1.052841949E1,1.099009648E1
5.287255940E-1,-1.507478237E0,4.019941986E-1,7.657032490E0,7.814360916E0
5.311012190E-1,1.636690736E0,-1.526620865E0,1.288295746E1,1.307592906E1
5.334767920E-1,7.178468108E-1,5.742774159E-2,6.250052929E0,6.291403945E0
5.358523640E-1,-5.120640397E-1,-9.523434043E-1,1.346680546E1,1.351014496E1
5.382279890E-1,2.277967215E0,-2.344966233E-1,7.087540627E0,7.448312254E0
5.406035620E-1,-1.713261008E0,-4.977070987E-1,1.179183006E1,1.192603169E1
5.429791870E-1,3.058027267E0,-8.901300430E-1,9.628718376E0,1.014179865E1
5.453547600E-1,-1.813759565E0,1.196411327E-1,9.020941734E0,9.202251221E0
5.477303850E-1,2.435893536E0,-1.512263894E0,1.165783215E1,1.200523093E1
5.501059580E-1,-7.848458290E-1,2.440679073E-1,6.714260101E0,6.764380299E0
5.524815830E-1,5.886343718E-1,-1.383051515E0,1.347637749E1,1.355994366E1
5.548572080E-1,1.359123230E0,-1.100698411E-1,6.321837425E0,6.467221950E0
5.572327810E-1,-1.521835208E0,-8.614161611E-1,1.296909904E1,1.308646439E1
5.596083540E-1,2.455035925E0,-4.833501875E-1,8.073383331E0,8.452239183E0
5.619839790E-1,-1.981257200E0,-2.919243574E-1,1.081555843E1,1.099940472E1
5.643595520E-1,2.785245657E0,-1.201196909E0,1.054756260E1,1.097504188E1
5.667351770E-1,-2.033899307E0,1.674975902E-1,7.968099594E0,8.225291057E0
5.691108020E-1,1.488335729E0,-1.531406522E0,1.258624744E1,1.276612603E1
5.714863750E-1,-1.004985496E-1,-9.092725813E-2,6.221338749E0,6.222814761E0
5.738619480E-1,-3.972085714E-1,-1.071984529E0,1.376830196E1,1.381568183E1
5.762375730E-1,1.775474429E0,-4.546363056E-1,6.656832695E0,6.904522080E0
5.786131460E-1,-2.297109842E0,-4.450650215E-1,1.233739376E1,1.255731187E1
5.809887710E-1,2.617748022E0,-9.188438654E-1,9.245866776E0,9.653130642E0
5.833643440E-1,-2.177468538E0,-4.307080805E-2,9.571290970E0,9.815948001E0
5.857399690E-1,2.263610125E0,-1.478764415E0,1.148076344E1,1.179485498E1
5.881155420E-1,-1.406979680E0,1.866401732E-1,7.087540627E0,7.228254181E0
5.904911670E-1,5.407779217E-1,-1.402194023E0,1.316530991E1,1.325081031E1
5.928667390E-1,8.566305041E-1,-2.057827413E-1,6.250052929E0,6.311839983E0
5.952423640E-1,-1.263410330E0,-8.949156404E-1,1.341416359E1,1.350321682E1
5.976178850E-1,2.311466694E0,-5.072783828E-1,7.657032490E0,8.014384330E0
5.999935620E-1,-2.354537487E0,-2.009970993E-1,1.121755219E1,1.146375696E1
6.023691350E-1,2.837887764E0,-1.186840057E0,1.033220863E1,1.078038643E1
6.047447600E-1,-1.904686809E0,1.435693651E-1,8.389236450E0,8.603937019E0
6.071203330E-1,1.832902193E0,-1.517049551E0,1.250489140E1,1.272922930E1
6.094959580E-1,-3.445664644E-1,1.004985496E-1,6.307480335E0,6.317684242E0
6.118715310E-1,-1.004985496E-1,-1.249053478E0,1.341416359E1,1.347256543E1
6.142471560E-1,2.014756680E0,-3.302095234E-1,6.714260101E0,7.017803895E0
6.166227290E-1,-1.765903115E0,-6.029912829E-1,1.260060406E1,1.273802319E1
6.189983540E-1,2.780459881E0,-6.747759581E-1,8.695517540E0,9.154141414E0
6.213739270E-1,-2.086541414E0,-5.264209956E-2,1.004985523E1,1.026430789E1
6.237495520E-1,2.880958557E0,-1.450050473E0,1.146162033E1,1.190677577E1
6.261251250E-1,-1.239482164E0,1.674975902E-1,7.331608772E0,7.437530415E0
6.285007500E-1,1.067198873E0,-1.287338614E0,1.308873940E1,1.319512232E1
6.308763230E-1,7.704889178E-1,-2.249253243E-1,6.001199245E0,6.054637640E0
6.332519480E-1,-5.934200287E-1,-9.667003751E-1,1.354337597E1,1.359079430E1
6.356275210E-1,2.641676188E0,-6.077769399E-1,7.250252724E0,7.740414100E0
6.380031460E-1,-2.191825628E0,-1.196411327E-1,1.170568848E1,1.190972528E1
6.403787190E-1,2.885744095E0,-1.153340459E0,9.882357597E0,1.035947416E1
6.427543440E-1,-1.885544300E0,-4.785645287E-3,8.824729919E0,9.023921451E0
6.451299170E-1,2.100898266E0,-1.473978758E0,1.245224857E1,1.271396403E1
6.475055420E-1,-6.077769399E-1,-4.785645287E-3,6.489335060E0,6.517736205E0
6.498811140E-1,-9.571290575E-3,-1.182054400E0,1.325145149E1,1.330407121E1
6.522567390E-1,1.555334687E0,-4.737788737E-1,6.427121639E0,6.629587089E0
6.546323120E-1,-1.531406522E0,-6.795616150E-1,1.296431351E1,1.307212434E1
6.570078850E-1,2.627319336E0,-7.417750359E-1,8.307880402E0,8.744936470E0
6.593835100E-1,-2.598605394E0,1.674975902E-1,1.035613632E1,1.067850013E1
6.617591350E-1,2.507678032E0,-1.473978758E0,1.111705399E1,1.149129896E1
6.641347080E-1,-1.459621787E0,1.674975902E-1,7.800601959E0,7.937754225E0
6.665103330E-1,9.140582681E-1,-1.430907965E0,1.295952702E1,1.307028464E1
6.688859060E-1,1.914258115E-2,-9.571290575E-3,6.044270039E0,6.044307930E0
6.712615310E-1,-9.284151793E-1,-1.000199914E0,1.322273827E1,1.329297415E1
6.736371040E-1,2.306680918E0,-5.264210105E-1,7.178467751E0,7.558326216E0
6.760127290E-1,-2.263610125E0,-2.440679073E-1,1.194018459E1,1.215530781E1
6.783883020E-1,2.617748022E0,-8.949156404E-1,9.389435768E0,9.788512796E0
6.807639270E-1,-2.493321180E0,2.009970993E-1,9.068798065E0,9.407451764E0
6.831395000E-1,2.105684042E0,-1.526620865E0,1.228953743E1,1.256173582E1
6.855151250E-1,-7.417750359E-1,7.657032460E-2,6.781259537E0,6.822138530E0
6.878906980E-1,7.178468257E-2,-1.038485050E0,1.309831142E1,1.313961059E1
6.902663230E-1,1.138983607E0,-3.302095234E-1,6.183053493E0,6.295750352E0
6.926418960E-1,-1.292124271E0,-7.274180651E-1,1.281595802E1,1.290145349E1
6.950175210E-1,2.852244616E0,-6.221339107E-1,8.149953842E0,8.657025908E0
6.973930940E-1,-2.368894339E0,1.770688742E-1,1.067198944E1,1.093317760E1
6.997687190E-1,2.694318295E0,-1.325623751E0,1.058106136E1,1.099888581E1
7.021442920E-1,-1.545763373E0,1.339980662E-1,8.092526436E0,8.239922573E0
7.045199170E-1,1.555334687E0,-1.354337573E0,1.307916832E1,1.324076811E1
7.068954890E-1,1.914258152E-1,-1.244267747E-1,6.053841114E0,6.058144774E0
7.092711140E-1,-4.785645306E-1,-8.757730722E-1,1.311745358E1,1.315536357E1
7.116466870E-1,2.402393818E0,-6.029912829E-1,6.876972198E0,7.309435078E0
7.140223120E-1,-1.488335729E0,-3.206382394E-1,1.226082325E1,1.235498842E1
7.163978850E-1,3.067598581E0,-9.810572863E-1,8.973084450E0,9.533565912E0
7.187735100E-1,-2.230110645E0,3.637090325E-1,9.470791817E0,9.736610056E0
7.211490830E-1,2.407179594E0,-1.612762451E0,1.195454216E1,1.230067456E1
7.235247080E-1,-4.785645306E-1,2.871387079E-2,7.207181931E0,7.223110125E0
7.259002810E-1,5.455635786E-1,-1.215553880E0,1.311745358E1,1.318494593E1
7.282758540E-1,1.138983607E0,-2.919243574E-1,6.230910301E0,6.340879014E0
7.306514790E-1,-1.172483087E0,-7.609176040E-1,1.268196011E1,1.275875481E1
7.330271040E-1,2.991028309E0,-7.896314859E-1,8.011170387E0,8.587701625E0
7.354026770E-1,-1.995614052E0,9.571290761E-2,1.102612686E1,1.120567312E1
7.377783020E-1,2.756531715E0,-1.378265858E0,1.034177971E1,1.079122289E1
7.401538750E-1,-1.928615093E0,3.302095234E-1,8.221738815E0,8.451365786E0
7.425295000E-1,1.483550072E0,-1.526620865E0,1.297388458E1,1.314736374E1
7.449050730E-1,1.483550072E-1,-1.100698411E-1,6.479763508E0,6.482396138E0
7.472806980E-1,-5.694918036E-1,-9.188438654E-1,1.303131199E1,1.307607308E1
7.496562190E-1,1.828116536E0,-5.503492355E-1,6.766902447E0,7.031064150E0
7.520318960E-1,-1.670190215E0,-4.929214716E-1,1.208375454E1,1.220858840E1
7.544074690E-1,2.909672260E0,-9.332008362E-1,9.073583603E0,9.574287225E0
7.567830940E-1,-2.536391973E0,3.349951804E-1,9.585647583E0,9.921196783E0
7.591586670E-1,2.009970903E0,-1.512263894E0,1.175354481E1,1.201968139E1
7.615342920E-1,-1.052842021E0,1.004985496E-1,7.322037220E0,7.398027124E0
7.639098640E-1,3.972085714E-1,-1.182054400E0,1.336152172E1,1.341958606E1
7.662854890E-1,6.891329288E-1,-3.445664644E-1,6.355337143E0,6.401870074E0
7.686610620E-1,-1.459621787E0,-6.221339107E-1,1.256710434E1,1.266687246E1
