"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.266246400E-1,-6.159125328E0,1.263410330E0,9.786644936E0,1.163225901E1
1.290001610E-1,3.699303865E0,-7.417750359E-1,1.023649502E1,1.090967046E1
1.313757340E-1,-3.656233072E0,-1.674975902E-1,8.690732002E0,9.430000979E0
1.337512550E-1,-6.221338734E-2,5.742774159E-2,1.250489140E1,1.250517802E1
1.361268270E-1,3.445664644E0,-1.914258115E-2,8.082955360E0,8.786759280E0
1.385023480E-1,-6.297909260E0,-4.498506486E-1,9.968499184E0,1.179987299E1
1.408779210E-1,5.005784988E0,-1.770688742E-1,1.110748291E1,1.218463842E1
1.432534420E-1,-4.589433670E0,9.236295223E-1,8.561519623E0,9.757848695E0
1.456289630E-1,1.392622828E0,-9.140582681E-1,1.163868904E1,1.175729490E1
1.480045360E-1,1.483550072E0,-2.632105052E-1,8.403593063E0,8.537597845E0
1.503801090E-1,-4.924428940E0,9.092725813E-2,1.117448139E1,1.221176902E1
1.527556300E-1,5.340780258E0,-2.967100143E-1,9.461220741E0,1.086860932E1
1.551312020E-1,-5.312066078E0,4.115654826E-1,9.394221306E0,1.079994565E1
1.575066710E-1,2.895315409E0,-7.322037220E-1,1.178225899E1,1.215485913E1
1.598822440E-1,-4.929214716E-1,1.292124242E-1,7.805387497E0,7.822003669E0
1.622578170E-1,-3.847658873E0,-2.009970993E-1,1.162911797E1,1.225076582E1
1.646333900E-1,5.613562107E0,-4.785645306E-1,9.403793335E0,1.096231876E1
1.670089110E-1,-5.862415314E0,5.886343718E-1,9.461220741E0,1.114581095E1
1.693844320E-1,3.584448338E0,-5.359922647E-1,1.130848026E1,1.187506983E1
1.717600050E-1,-2.335394859E0,6.699903309E-2,8.159524918E0,8.487426282E0
1.741355250E-1,-1.483550072E0,-4.307080805E-1,1.215075302E1,1.224856029E1
1.765110980E-1,4.723432064E0,-6.699903309E-2,8.901300430E0,1.007712502E1
1.788866190E-1,-6.321837425E0,5.359922647E-1,9.863214493E0,1.172757077E1
1.812621920E-1,4.297509670E0,-8.087740541E-1,1.054277611E1,1.141371249E1
1.836377130E-1,-3.795016766E0,-2.392822690E-2,9.035298347E0,9.799966379E0
1.860132860E-1,1.210768223E0,-1.100698411E-1,1.256231880E1,1.262101140E1
1.883888070E-1,2.124826431E0,2.488535494E-1,7.537391186E0,7.835118464E0
1.907643800E-1,-6.010770321E0,-6.939185858E-1,1.046142101E1,1.208520635E1
1.931399000E-1,5.733202934E0,-2.775674164E-1,1.087777138E1,1.229929143E1
1.955154730E-1,-4.599005222E0,9.619147182E-1,8.891729355E0,1.005678775E1
1.978909940E-1,1.603191137E0,-1.282552958E0,1.119362450E1,1.138035119E1
2.002665670E-1,3.110669553E-1,-2.536391914E-1,8.365307808E0,8.374931057E0
2.026420880E-1,-4.000799656E0,4.402793646E-1,1.188754272E1,1.255045481E1
2.050176090E-1,5.498706341E0,-4.211367965E-1,9.054440498E0,1.060169894E1
2.073931820E-1,-6.039484501E0,8.135596663E-2,9.346364975E0,1.112818629E1
2.097687020E-1,3.431307554E0,-3.541377485E-1,1.206461143E1,1.254807293E1
2.121442750E-1,-1.670190215E0,2.201396823E-1,7.676175117E0,7.858858776E0
2.145197960E-1,-2.301895380E0,-4.546363056E-1,1.155254745E1,1.178841674E1
2.168953690E-1,4.804787636E0,-4.163511395E-1,9.451649666E0,1.061098553E1
2.192708900E-1,-6.226124287E0,2.249253243E-1,9.556933403E0,1.140833867E1
2.216464630E-1,4.326223373E0,-1.627119333E-1,1.137069321E1,1.216697776E1
2.240219840E-1,-3.292523861E0,2.392822653E-1,8.274380684E0,8.908610727E0
2.263975570E-1,3.110669553E-1,-3.924229145E-1,1.195454216E1,1.196502556E1
2.287730770E-1,2.852244616E0,-1.866401732E-1,8.250452042E0,8.731557295E0
2.311486500E-1,-6.087340832E0,-1.148554832E-1,1.027956581E1,1.194731700E1
2.335241710E-1,5.503491879E0,-3.062812984E-1,1.090170002E1,1.221594427E1
2.358997440E-1,-4.264009953E0,1.048056364E0,8.930013657E0,9.951148020E0
2.382752650E-1,1.210768223E0,-7.130611539E-1,1.127976608E1,1.136694941E1
2.406508380E-1,1.052842021E0,-1.579262912E-1,8.039883614E0,8.110064461E0
2.430263590E-1,-4.704289436E0,-3.828516230E-2,1.134197903E1,1.227893697E1
2.454018800E-1,6.063412666E0,-2.871387303E-1,9.714859962E0,1.145538851E1
2.477774520E-1,-5.881557941E0,8.614161611E-1,8.968298912E0,1.075942131E1
2.501529730E-1,2.498106956E0,-6.843472719E-1,1.146640587E1,1.175531085E1
2.525285460E-1,-1.000199914E0,7.178468257E-2,8.221738815E0,8.282665154E0
2.549040670E-1,-2.565105915E0,-5.264209956E-2,1.205025482E1,1.232035636E1
2.572796400E-1,5.178068161E0,1.674975902E-1,8.662017822E0,1.009311637E1
2.596551610E-1,-6.762116909E0,2.632105052E-1,9.174081802E0,1.139996850E1
2.620307340E-1,3.790230989E0,-3.254238665E-1,1.158604717E1,1.219459883E1
2.644062550E-1,-2.488535643E0,1.052841991E-1,8.346165657E0,8.709901009E0
2.667818270E-1,-6.652047038E-1,-2.297109663E-1,1.172483063E1,1.174593196E1
2.691573480E-1,3.259024382E0,-4.785645381E-2,8.489734650E0,9.093905904E0
2.715329210E-1,-6.570691109E0,3.828516230E-2,9.992427826E0,1.195926675E1
2.739084420E-1,5.125426292E0,-3.349951804E-1,1.112183952E1,1.225061349E1
2.762840150E-1,-3.795016766E0,9.332008362E-1,8.647661209E0,9.489734477E0
2.786595360E-1,3.014956415E-1,-6.843472719E-1,1.111705399E1,1.114217753E1
2.810351090E-1,1.708475351E0,-2.105683982E-1,8.202595711E0,8.381276959E0
2.834106300E-1,-5.245067120E0,3.349951655E-2,1.125105190E1,1.241362237E1
2.857861500E-1,5.991627693E0,-2.871387303E-1,9.834501266E0,1.151952543E1
2.881617230E-1,-5.584847927E0,7.034898400E-1,8.920442581E0,1.054797232E1
2.905372440E-1,1.957328916E0,-7.944171429E-1,1.157647610E1,1.176762652E1
2.929128170E-1,2.871387079E-2,-7.657032460E-2,8.216953278E0,8.217360201E0
2.952883380E-1,-3.192025423E0,-2.871387079E-2,1.194018459E1,1.235952503E1
2.976639110E-1,5.508277893E0,2.871387079E-2,8.824729919E0,1.040277886E1
3.000394320E-1,-6.489335060E0,2.679961324E-1,8.944371223E0,1.105373548E1
3.024150050E-1,3.507878065E0,-6.173482537E-1,1.186361504E1,1.238675458E1
3.047905250E-1,-1.311266780E0,-9.571290575E-3,8.346165657E0,8.448549778E0
3.071660980E-1,-1.411765337E0,-1.674975902E-1,1.160997581E1,1.169669506E1
3.095416190E-1,4.067798615E0,4.785645287E-3,8.618947029E0,9.530648266E0
3.119171400E-1,-6.589833736E0,9.571290761E-2,9.772287369E0,1.178697035E1
3.142927130E-1,5.359922886E0,-5.407779217E-1,1.155254745E1,1.274686498E1
3.166682860E-1,-2.971885681E0,8.470591903E-1,8.451449394E0,8.998700497E0
3.190438070E-1,-2.632105052E-1,-6.077769399E-1,1.116491032E1,1.118453821E1
3.214193270E-1,2.770888567E0,-2.967100143E-1,8.394021988E0,8.844516121E0
3.237949000E-1,-5.245067120E0,2.871387079E-2,1.106919765E1,1.224902814E1
3.261704730E-1,6.149554253E0,-2.584248483E-1,1.016949654E1,1.188707116E1
3.285459940E-1,-5.029713154E0,7.130611539E-1,8.623732567E0,1.000875787E1
3.309215150E-1,1.435693622E0,-8.087740541E-1,1.167218876E1,1.178793120E1
3.332970880E-1,1.177268744E0,-1.196411327E-1,8.293522835E0,8.377517335E0
3.356726090E-1,-3.483949661E0,3.254238665E-1,1.177747345E1,1.228628043E1
3.380481820E-1,5.479563713E0,-1.339980662E-1,8.839086533E0,1.040062617E1
3.404237020E-1,-6.178267956E0,2.344966233E-1,9.049654961E0,1.096002913E1
3.427992230E-1,3.460021496E0,-4.211367965E-1,1.209811115E1,1.259021042E1
3.451747960E-1,-5.312066078E-1,1.387837082E-1,8.044670105E0,8.063383811E0
3.475503690E-1,-2.435893536E0,-5.264209956E-2,1.136590767E1,1.162412172E1
3.499258900E-1,4.445864677E0,-2.153540403E-1,8.901300430E0,9.952147479E0
3.523014630E-1,-6.508477688E0,1.866401732E-1,9.566504478E0,1.157208384E1
3.546769840E-1,5.115854740E0,-3.924229145E-1,1.181575775E1,1.288169619E1
3.570525570E-1,-2.718246460E0,9.284151793E-1,8.164310455E0,8.654870523E0
3.594280770E-1,-1.426122308E0,-8.757730722E-1,1.100219822E1,1.112875415E1
3.618036500E-1,3.603590965E0,-2.153540403E-1,8.772088051E0,9.485872336E0
3.641791710E-1,-5.546562672E0,5.599204898E-1,1.081077290E1,1.216349781E1
3.665546920E-1,5.273781300E0,9.571290575E-3,9.901499748E0,1.121840265E1
3.689302650E-1,-4.838287354E0,3.876372576E-1,8.494520187E0,9.783463618E0
3.713057860E-1,4.259224236E-1,-6.125625968E-1,1.185404301E1,1.187749883E1
3.736813590E-1,2.019542217E0,9.571290575E-3,8.317451477E0,8.559126208E0
3.760568800E-1,-4.752145767E0,4.642075896E-1,1.124626637E1,1.221789201E1
3.784324520E-1,5.039284706E0,1.100698411E-1,9.308079720E0,1.058521865E1
3.808079730E-1,-6.159125328E0,4.259224236E-1,8.705088615E0,1.067215079E1
3.831835460E-1,2.531606436E0,-4.402793646E-1,1.209332561E1,1.236330868E1
3.855590670E-1,3.014956415E-1,1.962114573E-1,8.073383331E0,8.081393257E0
3.879346400E-1,-3.728017569E0,1.196411327E-1,1.093041420E1,1.154930230E1
3.903101610E-1,4.627718925E0,-2.727817893E-1,9.107083321E0,1.021905861E1
3.926857340E-1,-6.632904530E0,5.168496966E-1,9.509077072E0,1.160539111E1
3.950612550E-1,4.560719967E0,-2.153540403E-1,1.191147137E1,1.275655495E1
3.974368270E-1,-2.220539331E0,8.374879360E-1,7.690532207E0,8.048382856E0
3.998122960E-1,-2.493321180E0,-8.470591903E-1,1.118405342E1,1.148987427E1
4.021878690E-1,4.469792843E0,-2.201396823E-1,9.016156197E0,1.006571319E1
4.045633380E-1,-5.761917114E0,1.067198873E0,1.037049294E1,1.191157949E1
4.069389630E-1,4.570291042E0,-5.120640397E-1,9.958928108E0,1.096950404E1
4.093145360E-1,-4.015156269E0,7.178468257E-2,8.858229637E0,9.725989164E0
4.116900570E-1,1.292124242E-1,-1.818545163E-1,1.223210907E1,1.223414317E1
4.140656300E-1,3.072384357E0,-5.742774159E-2,7.968099594E0,8.540108590E0
4.164411500E-1,-5.335994720E0,3.924229145E-1,1.053799057E1,1.181846355E1
4.188167230E-1,5.115854740E0,-3.110669553E-1,1.000678444E1,1.124297413E1
4.211922440E-1,-5.125426292E0,2.488535494E-1,8.662017822E0,1.006789330E1
4.235678170E-1,2.244467735E0,-5.934200287E-1,1.217946720E1,1.239875817E1
4.259433380E-1,1.392622828E0,2.297109663E-1,8.207381248E0,8.327861216E0
4.283189110E-1,-4.302295208E0,1.339980662E-1,1.077248764E1,1.160061160E1
4.306944320E-1,5.101497650E0,-1.866401732E-1,9.370293617E0,1.067063800E1
4.330699520E-1,-5.886343479E0,1.435693651E-1,9.183652878E0,1.090913067E1
4.354455250E-1,4.220939159E0,-5.886343718E-1,1.223689461E1,1.295779331E1
4.378210460E-1,-1.009771109E0,3.206382394E-1,7.767102242E0,7.839025692E0
4.401966190E-1,-3.120240688E0,9.092725813E-2,1.126062298E1,1.168528132E1
4.425721400E-1,4.833501816E0,-6.843472719E-1,9.073583603E0,1.030344556E1
4.449477130E-1,-5.785845280E0,2.775674164E-1,9.954142570E0,1.151685737E1
4.473232340E-1,4.733003139E0,-3.780659735E-1,1.144726372E1,1.239290520E1
4.496988070E-1,-2.943171740E0,5.455635786E-1,7.881958008E0,8.431201667E0
4.520743270E-1,-1.746760488E0,-3.349951804E-1,1.163868904E1,1.177380468E1
4.544499000E-1,4.335794449E0,-5.455635786E-1,8.944371223E0,9.954824444E0
4.568254210E-1,-5.752345562E0,2.584248483E-1,1.023170948E1,1.174070448E1
4.592009940E-1,4.780859470E0,-2.057827413E-1,1.058106136E1,1.161283012E1
4.615765150E-1,-4.388436794E0,3.828516304E-1,8.365307808E0,9.454275625E0
4.639520880E-1,2.392822653E-1,-5.982056856E-1,1.208854008E1,1.210569731E1
4.663276090E-1,3.192025423E0,3.349951655E-2,8.537590981E0,9.114856459E0
4.687031300E-1,-5.757131100E0,-5.742774159E-2,1.017428207E1,1.169033242E1
4.710787020E-1,4.919643402E0,-1.435693651E-1,1.031785107E1,1.143160330E1
4.734542230E-1,-5.240281582E0,4.019941986E-1,8.786444664E0,1.023834753E1
4.758297960E-1,2.397608280E0,-4.259224236E-1,1.227517986E1,1.251439076E1
4.782053170E-1,6.747759581E-1,1.531406492E-1,7.872386456E0,7.902736435E0
4.805808900E-1,-5.010570526E0,-4.115654826E-1,1.084905815E1,1.195731015E1
4.829564110E-1,5.469992638E0,-2.632105052E-1,1.001156998E1,1.141146935E1
4.853318800E-1,-5.556134224E0,7.034898400E-1,9.499505997E0,1.102751738E1
4.877075050E-1,3.311666489E0,-2.823530734E-1,1.141376400E1,1.188784534E1
4.900830770E-1,-1.402194023E0,3.828516230E-2,7.776673794E0,7.902168634E0
4.924585980E-1,-3.641875982E0,-6.652047038E-1,1.135155106E1,1.193999453E1
4.948341710E-1,5.766702652E0,-2.392822653E-1,1.003071213E1,1.157269637E1
4.972096920E-1,-6.139982700E0,1.320838094E0,9.442078590E0,1.134005507E1
4.995852650E-1,3.455235958E0,-8.805587292E-1,1.039442158E1,1.098899627E1
5.019607860E-1,-2.871387243E0,-2.105683982E-1,8.685946465E0,9.150675917E0
5.043363070E-1,-7.274180651E-1,5.168496966E-1,1.238046455E1,1.241258125E1
5.067118800E-1,4.110869408E0,-5.024927258E-1,7.891529083E0,8.912237514E0
5.090874000E-1,-6.709474564E0,-2.392822653E-1,9.968499184E0,1.201853905E1
5.114629730E-1,5.034498692E0,3.206382394E-1,1.146640587E1,1.252706867E1
5.138384940E-1,-4.206582069E0,6.939185858E-1,7.953742504E0,9.024349036E0
5.162140670E-1,5.407779217E-1,-1.201196909E0,1.167218876E1,1.174628900E1
5.185895880E-1,2.450250387E0,-2.536391914E-1,8.705088615E0,9.046912601E0
5.209651610E-1,-5.412564754E0,7.609176040E-1,1.093998528E1,1.222939617E1
5.233406820E-1,4.943571568E0,-2.679961324E-1,9.255437851E0,1.049637326E1
5.257162550E-1,-4.953142643E0,3.349951655E-2,9.485149384E0,1.070059826E1
5.280917750E-1,2.507678032E0,-4.498506486E-1,1.214596748E1,1.241029173E1
5.304673480E-1,2.536391914E-1,2.871387303E-1,7.379465103E0,7.389403677E0
5.328428690E-1,-4.642076015E0,-1.866401732E-1,1.114098263E1,1.207084082E1
5.352183900E-1,5.862415314E0,-5.168496966E-1,1.004506969E1,1.164209913E1
5.375939630E-1,-5.704489231E0,5.503492355E-1,9.236295700E0,1.086983164E1
5.399695360E-1,3.278167009E0,-2.584248483E-1,1.144726372E1,1.191020608E1
5.423450570E-1,-1.976471543E0,7.657032460E-2,7.963313580E0,8.205282807E0
5.447205770E-1,-2.024327993E0,-4.211367965E-1,1.187797165E1,1.205659448E1
5.470961500E-1,5.077569485E0,-1.435693651E-1,9.001798630E0,1.033608739E1
5.494716710E-1,-6.403193474E0,2.249253243E-1,9.609575272E0,1.154969328E1
5.518472440E-1,4.259224415E0,-9.571290761E-2,1.111705399E1,1.190542074E1
5.542227650E-1,-3.340380430E0,2.632105052E-1,8.461020470E0,9.100345520E0
5.565983380E-1,1.818545163E-1,-4.450650215E-1,1.198804188E1,1.199767903E1
5.589738590E-1,2.876172781E0,-1.244267747E-1,8.283951759E0,8.769932077E0
5.613493800E-1,-6.149554253E0,3.349951655E-2,1.038963604E1,1.207322147E1
5.637249520E-1,5.532206059E0,-4.211367965E-1,1.051406288E1,1.188815286E1
5.661005250E-1,-4.584648132E0,6.556333899E-1,9.097511292E0,1.020850456E1
5.684760460E-1,1.732403636E0,-2.871387303E-1,1.166740322E1,1.179881218E1
5.708516190E-1,5.599204898E-1,-1.387837082E-1,7.747959614E0,7.769404742E0
5.732271400E-1,-4.804787636E0,-5.934200287E-1,1.118405342E1,1.218692670E1
5.756026610E-1,6.350551128E0,-2.632105052E-1,1.038963604E1,1.217962711E1
5.779782340E-1,-5.843272686E0,1.234696507E0,9.078369141E0,1.086669671E1
5.803537550E-1,2.502892494E0,-8.231309652E-1,1.087777138E1,1.119231547E1
5.827293270E-1,-1.057627559E0,-3.972085714E-1,8.508877754E0,8.583551208E0
5.851048480E-1,-1.971685886E0,3.732803464E-1,1.222732353E1,1.239089683E1
5.874804210E-1,4.929214478E0,-2.392822653E-1,8.336593628E0,9.687786367E0
5.898559420E-1,-6.876972198E0,-2.871387079E-2,9.533005714E0,1.175464883E1
5.922315150E-1,4.426722050E0,-1.339980662E-1,1.171047401E1,1.251994510E1
5.946070360E-1,-2.502892494E0,6.891329288E-1,8.513663292E0,8.900665013E0
5.969826090E-1,-1.038485050E0,-9.714859724E-1,1.109791183E1,1.118864975E1
5.993581300E-1,3.397808075E0,-1.722832322E-1,8.791230202E0,9.426585261E0
6.017337020E-1,-6.116054535E0,4.354937077E-1,1.071027374E1,1.234122123E1
6.041092230E-1,5.431707382E0,-3.349951804E-1,9.949356079E0,1.134043003E1
6.064847440E-1,-4.622933388E0,6.843472719E-1,9.145368576E0,1.027022934E1
6.088603170E-1,9.475577474E-1,-9.475577474E-1,1.143290615E1,1.151117172E1
6.112358380E-1,1.440479279E0,1.435693540E-2,8.274380684E0,8.398842919E0
6.136114110E-1,-4.847858906E0,5.742774159E-2,1.146640587E1,1.244923682E1
6.159869320E-1,6.029912949E0,-9.571290761E-2,9.413364410E0,1.117946513E1
6.183625050E-1,-6.001199245E0,6.460621357E-1,9.035298347E0,1.086592863E1
6.207380250E-1,2.612962246E0,-8.805587292E-1,1.143769264E1,1.176536308E1
6.231135980E-1,-6.221339107E-1,-1.196411327E-1,8.441878319E0,8.465617175E0
6.254891190E-1,-2.450250387E0,2.967100143E-1,1.201675510E1,1.226760641E1
6.278646920E-1,5.020142078E0,-2.153540403E-1,8.528019905E0,9.898248701E0
6.302402130E-1,-6.642475605E0,-2.871387079E-2,9.494720459E0,1.158762371E1
6.326157860E-1,4.455435753E0,-3.158525825E-1,1.161476135E1,1.244400867E1
6.349913070E-1,-2.153540373E0,6.029912829E-1,8.480163574E0,8.770091725E0
6.373668270E-1,-1.191625714E0,-6.556333899E-1,1.109791183E1,1.118094245E1
6.397424000E-1,3.641875982E0,-2.871387303E-1,8.757730484E0,9.489128124E0
6.421179210E-1,-6.163911343E0,1.004985496E-1,1.046620655E1,1.214682603E1
6.444934940E-1,5.618347645E0,-4.450650215E-1,1.058106136E1,1.198844330E1
6.468690150E-1,-4.407579422E0,6.460621357E-1,8.843872070E0,9.902435349E0
6.492445880E-1,7.417750359E-1,-2.823530734E-1,1.156690502E1,1.159410390E1
6.516201090E-1,1.488335729E0,-2.392822653E-1,8.059026718E0,8.198799356E0
6.539956820E-1,-5.039284706E0,-4.785645306E-1,1.116012478E1,1.225446039E1
6.563712020E-1,6.015556335E0,-2.488535494E-1,1.017428207E1,1.182221899E1
6.587467750E-1,-5.972485542E0,1.115055323E0,8.915657043E0,1.078901629E1
6.611222960E-1,1.832902193E0,-3.972085714E-1,1.133240795E1,1.148654757E1
6.634978690E-1,-3.637090325E-1,-4.402793646E-1,8.312665939E0,8.332259309E0
6.658733900E-1,-3.072384357E0,-2.009970993E-1,1.183490086E1,1.222885210E1
6.682489110E-1,5.249852657E0,-8.614161611E-2,8.829515457E0,1.027271709E1
6.706244840E-1,-7.101897717E0,6.364908218E-1,9.336793900E0,1.174809738E1
6.729999520E-1,3.436093330E0,-6.556333899E-1,1.144726372E1,1.196981366E1
6.753755770E-1,-1.938186288E0,4.307080805E-2,8.824729919E0,9.035169026E0
6.777510980E-1,-1.588834286E0,-1.722832322E-1,1.168175983E1,1.179057203E1
6.801266710E-1,3.680161238E0,2.871387303E-1,8.063812256E0,8.868545737E0
6.825021920E-1,-6.972685337E0,1.674975902E-1,1.000678444E1,1.219762809E1
6.848777650E-1,5.139782906E0,-5.503492355E-1,1.104526901E1,1.219500800E1
6.872532860E-1,-3.943371773E0,4.115654826E-1,8.513663292E0,9.391593567E0
6.896288590E-1,2.871387079E-2,-3.732803464E-1,1.161954689E1,1.162557666E1
6.920043800E-1,1.899901152E0,-7.178468257E-2,8.231309891E0,8.448031720E0
6.943799520E-1,-5.393422127E0,1.052841991E-1,1.107398319E1,1.231800271E1
6.967554730E-1,5.690132141E0,-2.009970993E-1,9.944570541E0,1.145916606E1
6.991309940E-1,-5.436492920E0,4.929214716E-1,8.575876236E0,1.016582904E1
7.015065670E-1,1.459621787E0,-3.302095234E-1,1.189711380E1,1.199086531E1
7.038820880E-1,7.465606928E-1,-1.292124242E-1,8.078168869E0,8.113621941E0
7.062576610E-1,-3.742374659E0,7.657032460E-2,1.140419292E1,1.200278498E1
7.086331820E-1,5.388636589E0,-1.914258152E-1,9.231510162E0,1.069087592E1
7.110087550E-1,-6.441478729E0,3.206382394E-1,9.102297783E0,1.115559420E1
7.133842750E-1,3.531806231E0,-3.206382394E-1,1.203589821E1,1.254748221E1
7.157598480E-1,-7.896314859E-1,6.556333899E-1,8.231309891E0,8.295048857E0
7.181353690E-1,-2.512463808E0,-5.647061467E-1,1.085862923E1,1.115980269E1
7.205109420E-1,4.613361835E0,-2.344966233E-1,8.853444099E0,9.986068722E0
7.228864630E-1,-6.216553211E0,4.402793646E-1,1.023649502E1,1.198437358E1
7.252620360E-1,5.307280540E0,-2.201396823E-1,1.092562866E1,1.214845874E1
7.276375570E-1,-3.225524902E0,5.742774606E-1,8.370093346E0,8.988451931E0
7.300130770E-1,-7.178468108E-1,-5.120640397E-1,1.154297638E1,1.157660647E1
7.323886500E-1,3.440878868E0,-1.866401732E-1,8.322237015E0,9.007447522E0
7.347641710E-1,-5.283352375E0,3.732803464E-1,1.103091240E1,1.223659180E1
7.371397440E-1,5.824130535E0,-4.307080805E-2,9.887143135E0,1.147510135E1
7.395152650E-1,-5.082355499E0,7.082754970E-1,8.465806961E0,9.899589845E0
7.418908380E-1,1.158126116E0,-8.805587292E-1,1.155733299E1,1.164854436E1
7.442663590E-1,1.837687731E0,-1.387837082E-1,8.681160927E0,8.874621803E0
7.466419320E-1,-4.192225456E0,9.236295223E-1,1.139462185E1,1.217642201E1
7.490174520E-1,5.168497086E0,-5.790630579E-1,8.638090134E0,1.008292008E1
7.513930250E-1,-6.187839508E0,9.571290575E-3,9.332008362E0,1.119713488E1
7.537685460E-1,3.598805189E0,5.934200287E-1,1.256710434E1,1.308570432E1
7.561441190E-1,-5.359922647E-1,1.148554832E-1,7.369893551E0,7.390251040E0
7.585196400E-1,-3.507878065E0,-1.134197950E0,1.080120182E1,1.141304404E1
7.608951090E-1,5.125426292E0,3.062812984E-1,9.863214493E0,1.111965840E1
7.632707340E-1,-6.599404812E0,1.105484009E0,9.681360245E0,1.176872869E1
7.656462550E-1,4.407579422E0,-9.188438654E-1,1.071506023E1,1.162254474E1
7.680218270E-1,-2.646461725E0,-2.967100143E-1,8.628518105E0,9.030122988E0
7.703973480E-1,-1.287338614E0,9.762716293E-1,1.242353535E1,1.252815140E1
